Batch_Speed,Reflex_ms,GK_Type,Max_Reach,X,Y,Dist,Open_Angle_Rad,Open_Angle_Deg,xG,Goals_per_100,Outcome
15,200,3,0.6,4,1.5,4.27,0.0717,4.11,0.2234,0,SULIT
15,200,3,0.6,4.5,1.5,4.74,0.0543,3.11,0.2068,0,SULIT
15,200,3,0.6,5,1.5,5.22,0.0421,2.41,0.1913,0,SULIT
15,200,3,0.6,5.5,1.5,5.70,0.0334,1.91,0.1770,0,SULIT
15,200,3,0.6,6,1.5,6.18,0.0270,1.55,0.1636,0,SULIT
15,200,3,0.6,6.5,1.5,6.67,0.0222,1.27,0.1510,0,SULIT
15,200,3,0.6,7,1.5,7.16,0.0185,1.06,0.1390,0,SULIT
15,200,3,0.6,7.5,1.5,7.65,0.0160,0.91,0.1302,0,SULIT
15,200,3,0.6,8,1.5,8.14,0.0140,0.80,0.1226,0,SULIT
15,200,3,0.6,8.5,1.5,8.63,0.0124,0.71,0.1147,0,SULIT
15,200,3,0.6,9,1.5,9.12,0.0111,0.64,0.1065,0,SULIT
15,200,3,0.6,9.5,1.5,9.62,0.0100,0.57,0.0983,0,SULIT
15,200,3,0.6,10,1.5,10.11,0.0090,0.52,0.0900,0,SULIT
15,200,3,0.6,-10,2,10.20,0.0275,1.57,0.3264,0,SULIT
15,200,3,0.6,-9.5,2,9.71,0.0304,1.74,0.3535,0,SULIT
15,200,3,0.6,-9,2,9.22,0.0338,1.94,0.3770,0,SULIT
15,200,3,0.6,-8.5,2,8.73,0.0378,2.16,0.3969,0,SULIT
15,200,3,0.6,-8,2,8.25,0.0425,2.43,0.4132,0,SULIT
15,200,3,0.6,-7.5,2,7.76,0.0481,2.76,0.4262,0,SULIT
15,200,3,0.6,-7,2,7.28,0.0549,3.15,0.4364,0,SULIT
15,200,3,0.6,-6.5,2,6.80,0.0632,3.62,0.4443,0,SULIT
15,200,3,0.6,-6,2,6.32,0.0736,4.21,0.4503,0,SULIT
15,200,3,0.6,-5.5,2,5.85,0.0865,4.96,0.4548,0,SULIT
15,200,3,0.6,-5,2,5.39,0.1030,5.90,0.4581,0,SULIT
15,200,3,0.6,-4.5,2,4.92,0.1243,7.12,0.4606,0,SULIT
15,200,3,0.6,-4,2,4.47,0.1521,8.72,0.4623,0,SULIT
15,200,3,0.6,-3.5,2,4.03,0.1889,10.83,0.4635,0,SULIT
15,200,3,0.6,-3,2,3.61,0.2376,13.61,0.4644,0,SULIT
15,200,3,0.6,-2.5,2,3.20,0.3003,17.21,0.4649,0,SULIT
15,200,3,0.6,-2,2,2.83,0.3764,21.57,0.4652,16,SULIT
15,200,3,0.6,-1.5,2,2.50,0.4586,26.28,0.4652,72,MUDAH
15,200,3,0.6,-1,2,2.24,0.5325,30.51,0.4648,88,MUDAH
15,200,3,0.6,-0.5,2,2.06,0.5829,33.40,0.4637,80,MUDAH
15,200,3,0.6,0,2,2.00,0.6006,34.41,0.4589,74,MUDAH
15,200,3,0.6,0.5,2,2.06,0.5829,33.40,0.4637,82,MUDAH
15,200,3,0.6,1,2,2.24,0.5325,30.51,0.4648,83,MUDAH
15,200,3,0.6,1.5,2,2.50,0.4586,26.28,0.4652,76,MUDAH
15,200,3,0.6,2,2,2.83,0.3764,21.57,0.4652,15,SULIT
15,200,3,0.6,2.5,2,3.20,0.3003,17.21,0.4649,0,SULIT
15,200,3,0.6,3,2,3.61,0.2376,13.61,0.4644,0,SULIT
15,200,3,0.6,3.5,2,4.03,0.1889,10.83,0.4635,0,SULIT
15,200,3,0.6,4,2,4.47,0.1521,8.72,0.4623,0,SULIT
15,200,3,0.6,4.5,2,4.92,0.1243,7.12,0.4606,0,SULIT
15,200,3,0.6,5,2,5.39,0.1030,5.90,0.4581,0,SULIT
15,200,3,0.6,5.5,2,5.85,0.0865,4.96,0.4548,0,SULIT
15,200,3,0.6,6,2,6.32,0.0736,4.21,0.4503,0,SULIT
15,200,3,0.6,6.5,2,6.80,0.0632,3.62,0.4443,0,SULIT
15,200,3,0.6,7,2,7.28,0.0549,3.15,0.4364,0,SULIT
15,200,3,0.6,7.5,2,7.76,0.0481,2.76,0.4262,0,SULIT
15,200,3,0.6,8,2,8.25,0.0425,2.43,0.4132,0,SULIT
15,200,3,0.6,8.5,2,8.73,0.0378,2.16,0.3969,0,SULIT
15,200,3,0.6,9,2,9.22,0.0338,1.94,0.3770,0,SULIT
15,200,3,0.6,9.5,2,9.71,0.0304,1.74,0.3535,0,SULIT
15,200,3,0.6,10,2,10.20,0.0275,1.57,0.3264,0,SULIT
15,200,3,0.6,-10,2.5,10.31,0.0400,2.29,0.3846,0,SULIT
15,200,3,0.6,-9.5,2.5,9.82,0.0441,2.53,0.4212,0,SULIT
15,200,3,0.6,-9,2.5,9.34,0.0489,2.80,0.4522,0,SULIT
15,200,3,0.6,-8.5,2.5,8.86,0.0545,3.12,0.4776,0,SULIT
15,200,3,0.6,-8,2.5,8.38,0.0610,3.50,0.4977,0,SULIT
15,200,3,0.6,-7.5,2.5,7.91,0.0688,3.94,0.5131,0,SULIT
15,200,3,0.6,-7,2.5,7.43,0.0781,4.47,0.5248,0,SULIT
15,200,3,0.6,-6.5,2.5,6.96,0.0893,5.12,0.5335,0,SULIT
15,200,3,0.6,-6,2.5,6.50,0.1030,5.90,0.5398,0,SULIT
15,200,3,0.6,-5.5,2.5,6.04,0.1198,6.86,0.5444,0,SULIT
15,200,3,0.6,-5,2.5,5.59,0.1406,8.06,0.5476,0,SULIT
15,200,3,0.6,-4.5,2.5,5.15,0.1666,9.55,0.5499,0,SULIT
15,200,3,0.6,-4,2.5,4.72,0.1993,11.42,0.5515,0,SULIT
15,200,3,0.6,-3.5,2.5,4.30,0.2402,13.76,0.5526,0,SULIT
15,200,3,0.6,-3,2.5,3.91,0.2907,16.66,0.5534,13,SULIT
15,200,3,0.6,-2.5,2.5,3.54,0.3509,20.11,0.5538,68,BISA
15,200,3,0.6,-2,2.5,3.20,0.4184,23.97,0.5541,79,MUDAH
15,200,3,0.6,-1.5,2.5,2.92,0.4867,27.89,0.5541,82,MUDAH
15,200,3,0.6,-1,2.5,2.69,0.5460,31.28,0.5539,87,MUDAH
15,200,3,0.6,-0.5,2.5,2.55,0.5862,33.59,0.5534,80,MUDAH
15,200,3,0.6,0,2.5,2.50,0.6005,34.40,0.5522,86,MUDAH
15,200,3,0.6,0.5,2.5,2.55,0.5862,33.59,0.5534,85,MUDAH
15,200,3,0.6,1,2.5,2.69,0.5460,31.28,0.5539,85,MUDAH
15,200,3,0.6,1.5,2.5,2.92,0.4867,27.89,0.5541,83,MUDAH
15,200,3,0.6,2,2.5,3.20,0.4184,23.97,0.5541,85,MUDAH
15,200,3,0.6,2.5,2.5,3.54,0.3509,20.11,0.5538,62,BISA
15,200,3,0.6,3,2.5,3.91,0.2907,16.66,0.5534,12,SULIT
15,200,3,0.6,3.5,2.5,4.30,0.2402,13.76,0.5526,0,SULIT
15,200,3,0.6,4,2.5,4.72,0.1993,11.42,0.5515,0,SULIT
15,200,3,0.6,4.5,2.5,5.15,0.1666,9.55,0.5499,0,SULIT
15,200,3,0.6,5,2.5,5.59,0.1406,8.06,0.5476,0,SULIT
15,200,3,0.6,5.5,2.5,6.04,0.1198,6.86,0.5444,0,SULIT
15,200,3,0.6,6,2.5,6.50,0.1030,5.90,0.5398,0,SULIT
15,200,3,0.6,6.5,2.5,6.96,0.0893,5.12,0.5335,0,SULIT
15,200,3,0.6,7,2.5,7.43,0.0781,4.47,0.5248,0,SULIT
15,200,3,0.6,7.5,2.5,7.91,0.0688,3.94,0.5131,0,SULIT
15,200,3,0.6,8,2.5,8.38,0.0610,3.50,0.4977,0,SULIT
15,200,3,0.6,8.5,2.5,8.86,0.0545,3.12,0.4776,0,SULIT
15,200,3,0.6,9,2.5,9.34,0.0489,2.80,0.4522,0,SULIT
15,200,3,0.6,9.5,2.5,9.82,0.0441,2.53,0.4212,0,SULIT
15,200,3,0.6,10,2.5,10.31,0.0400,2.29,0.3846,0,SULIT
15,200,3,0.6,-10,3,10.44,0.0505,2.89,0.3837,0,SULIT
15,200,3,0.6,-9.5,3,9.96,0.0555,3.18,0.4302,0,SULIT
15,200,3,0.6,-9,3,9.49,0.0613,3.51,0.4702,0,SULIT
15,200,3,0.6,-8.5,3,9.01,0.0681,3.90,0.5030,0,SULIT
15,200,3,0.6,-8,3,8.54,0.0759,4.35,0.5288,0,SULIT
15,200,3,0.6,-7.5,3,8.08,0.0851,4.88,0.5486,0,SULIT
15,200,3,0.6,-7,3,7.62,0.0960,5.50,0.5632,0,SULIT
15,200,3,0.6,-6.5,3,7.16,0.1090,6.24,0.5739,0,SULIT
15,200,3,0.6,-6,3,6.71,0.1245,7.13,0.5815,0,SULIT
15,200,3,0.6,-5.5,3,6.26,0.1432,8.20,0.5870,0,SULIT
15,200,3,0.6,-5,3,5.83,0.1657,9.50,0.5908,0,SULIT
15,200,3,0.6,-4.5,3,5.41,0.1931,11.06,0.5934,0,SULIT
15,200,3,0.6,-4,3,5.00,0.2260,12.95,0.5953,0,SULIT
15,200,3,0.6,-3.5,3,4.61,0.2654,15.21,0.5965,26,SULIT
15,200,3,0.6,-3,3,4.24,0.3115,17.85,0.5973,55,BISA
15,200,3,0.6,-2.5,3,3.91,0.3633,20.82,0.5979,88,MUDAH
15,200,3,0.6,-2,3,3.61,0.4182,23.96,0.5981,85,MUDAH
15,200,3,0.6,-1.5,3,3.35,0.4712,27.00,0.5982,83,MUDAH
15,200,3,0.6,-1,3,3.16,0.5159,29.56,0.5981,85,MUDAH
15,200,3,0.6,-0.5,3,3.04,0.5459,31.28,0.5978,81,MUDAH
15,200,3,0.6,0,3,3.00,0.5564,31.88,0.5970,88,MUDAH
15,200,3,0.6,0.5,3,3.04,0.5459,31.28,0.5978,87,MUDAH
15,200,3,0.6,1,3,3.16,0.5159,29.56,0.5981,90,MUDAH
15,200,3,0.6,1.5,3,3.35,0.4712,27.00,0.5982,86,MUDAH
15,200,3,0.6,2,3,3.61,0.4182,23.96,0.5981,86,MUDAH
15,200,3,0.6,2.5,3,3.91,0.3633,20.82,0.5979,87,MUDAH
15,200,3,0.6,3,3,4.24,0.3115,17.85,0.5973,68,BISA
15,200,3,0.6,3.5,3,4.61,0.2654,15.21,0.5965,31,BISA
15,200,3,0.6,4,3,5.00,0.2260,12.95,0.5953,0,SULIT
15,200,3,0.6,4.5,3,5.41,0.1931,11.06,0.5934,0,SULIT
15,200,3,0.6,5,3,5.83,0.1657,9.50,0.5908,0,SULIT
15,200,3,0.6,5.5,3,6.26,0.1432,8.20,0.5870,0,SULIT
15,200,3,0.6,6,3,6.71,0.1245,7.13,0.5815,0,SULIT
15,200,3,0.6,6.5,3,7.16,0.1090,6.24,0.5739,0,SULIT
15,200,3,0.6,7,3,7.62,0.0960,5.50,0.5632,0,SULIT
15,200,3,0.6,7.5,3,8.08,0.0851,4.88,0.5486,0,SULIT
15,200,3,0.6,8,3,8.54,0.0759,4.35,0.5288,0,SULIT
15,200,3,0.6,8.5,3,9.01,0.0681,3.90,0.5030,0,SULIT
15,200,3,0.6,9,3,9.49,0.0613,3.51,0.4702,0,SULIT
15,200,3,0.6,9.5,3,9.96,0.0555,3.18,0.4302,0,SULIT
15,200,3,0.6,10,3,10.44,0.0505,2.89,0.3837,0,SULIT
15,200,3,0.6,-10,3.5,10.59,0.0596,3.42,0.3600,0,SULIT
15,200,3,0.6,-9.5,3.5,10.12,0.0654,3.75,0.4147,0,SULIT
15,200,3,0.6,-9,3.5,9.66,0.0720,4.12,0.4634,0,SULIT
15,200,3,0.6,-8.5,3.5,9.19,0.0796,4.56,0.5042,0,SULIT
15,200,3,0.6,-8,3.5,8.73,0.0883,5.06,0.5367,0,SULIT
15,200,3,0.6,-7.5,3.5,8.28,0.0985,5.64,0.5617,0,SULIT
15,200,3,0.6,-7,3.5,7.83,0.1104,6.32,0.5803,0,SULIT
15,200,3,0.6,-6.5,3.5,7.38,0.1243,7.12,0.5938,0,SULIT
15,200,3,0.6,-6,3.5,6.95,0.1406,8.06,0.6034,0,SULIT
15,200,3,0.6,-5.5,3.5,6.52,0.1599,9.16,0.6102,0,SULIT
15,200,3,0.6,-5,3.5,6.10,0.1826,10.46,0.6150,0,SULIT
15,200,3,0.6,-4.5,3.5,5.70,0.2094,12.00,0.6183,20,SULIT
15,200,3,0.6,-4,3.5,5.32,0.2405,13.78,0.6205,38,BISA
15,200,3,0.6,-3.5,3.5,4.95,0.2763,15.83,0.6221,69,BISA
15,200,3,0.6,-3,3.5,4.61,0.3164,18.13,0.6231,81,MUDAH
15,200,3,0.6,-2.5,3.5,4.30,0.3595,20.60,0.6237,86,MUDAH
15,200,3,0.6,-2,3.5,4.03,0.4033,23.11,0.6241,72,MUDAH
15,200,3,0.6,-1.5,3.5,3.81,0.4441,25.44,0.6243,76,MUDAH
15,200,3,0.6,-1,3.5,3.64,0.4776,27.37,0.6242,88,MUDAH
15,200,3,0.6,-0.5,3.5,3.54,0.4997,28.63,0.6239,79,MUDAH
15,200,3,0.6,0,3.5,3.50,0.5075,29.08,0.6233,77,MUDAH
15,200,3,0.6,0.5,3.5,3.54,0.4997,28.63,0.6239,88,MUDAH
15,200,3,0.6,1,3.5,3.64,0.4776,27.37,0.6242,84,MUDAH
15,200,3,0.6,1.5,3.5,3.81,0.4441,25.44,0.6243,81,MUDAH
15,200,3,0.6,2,3.5,4.03,0.4033,23.11,0.6241,76,MUDAH
15,200,3,0.6,2.5,3.5,4.30,0.3595,20.60,0.6237,87,MUDAH
15,200,3,0.6,3,3.5,4.61,0.3164,18.13,0.6231,86,MUDAH
15,200,3,0.6,3.5,3.5,4.95,0.2763,15.83,0.6221,62,BISA
15,200,3,0.6,4,3.5,5.32,0.2405,13.78,0.6205,34,BISA
15,200,3,0.6,4.5,3.5,5.70,0.2094,12.00,0.6183,14,SULIT
15,200,3,0.6,5,3.5,6.10,0.1826,10.46,0.6150,0,SULIT
15,200,3,0.6,5.5,3.5,6.52,0.1599,9.16,0.6102,0,SULIT
15,200,3,0.6,6,3.5,6.95,0.1406,8.06,0.6034,0,SULIT
15,200,3,0.6,6.5,3.5,7.38,0.1243,7.12,0.5938,0,SULIT
15,200,3,0.6,7,3.5,7.83,0.1104,6.32,0.5803,0,SULIT
15,200,3,0.6,7.5,3.5,8.28,0.0985,5.64,0.5617,0,SULIT
15,200,3,0.6,8,3.5,8.73,0.0883,5.06,0.5367,0,SULIT
15,200,3,0.6,8.5,3.5,9.19,0.0796,4.56,0.5042,0,SULIT
15,200,3,0.6,9,3.5,9.66,0.0720,4.12,0.4634,0,SULIT
15,200,3,0.6,9.5,3.5,10.12,0.0654,3.75,0.4147,0,SULIT
15,200,3,0.6,10,3.5,10.59,0.0596,3.42,0.3600,0,SULIT
15,200,3,0.6,-10,4,10.77,0.0677,3.88,0.3252,0,SULIT
15,200,3,0.6,-9.5,4,10.31,0.0740,4.24,0.3856,0,SULIT
15,200,3,0.6,-9,4,9.85,0.0812,4.65,0.4416,0,SULIT
15,200,3,0.6,-8.5,4,9.39,0.0893,5.12,0.4902,0,SULIT
15,200,3,0.6,-8,4,8.94,0.0987,5.65,0.5300,0,SULIT
15,200,3,0.6,-7.5,4,8.50,0.1094,6.27,0.5611,0,SULIT
15,200,3,0.6,-7,4,8.06,0.1218,6.98,0.5845,0,SULIT
15,200,3,0.6,-6.5,4,7.63,0.1360,7.79,0.6017,0,SULIT
15,200,3,0.6,-6,4,7.21,0.1525,8.74,0.6140,0,SULIT
15,200,3,0.6,-5.5,4,6.80,0.1716,9.83,0.6227,3,SULIT
15,200,3,0.6,-5,4,6.40,0.1935,11.09,0.6288,37,BISA
15,200,3,0.6,-4.5,4,6.02,0.2187,12.53,0.6331,55,BISA
15,200,3,0.6,-4,4,5.66,0.2471,14.16,0.6360,76,MUDAH
15,200,3,0.6,-3.5,4,5.32,0.2787,15.97,0.6380,85,MUDAH
15,200,3,0.6,-3,4,5.00,0.3128,17.92,0.6394,86,MUDAH
15,200,3,0.6,-2.5,4,4.72,0.3483,19.95,0.6403,82,MUDAH
15,200,3,0.6,-2,4,4.47,0.3831,21.95,0.6408,86,MUDAH
15,200,3,0.6,-1.5,4,4.27,0.4147,23.76,0.6411,82,MUDAH
15,200,3,0.6,-1,4,4.12,0.4401,25.22,0.6411,79,MUDAH
15,200,3,0.6,-0.5,4,4.03,0.4567,26.17,0.6408,73,MUDAH
15,200,3,0.6,0,4,4.00,0.4624,26.49,0.6403,77,MUDAH
15,200,3,0.6,0.5,4,4.03,0.4567,26.17,0.6408,88,MUDAH
15,200,3,0.6,1,4,4.12,0.4401,25.22,0.6411,87,MUDAH
15,200,3,0.6,1.5,4,4.27,0.4147,23.76,0.6411,82,MUDAH
15,200,3,0.6,2,4,4.47,0.3831,21.95,0.6408,77,MUDAH
15,200,3,0.6,2.5,4,4.72,0.3483,19.95,0.6403,83,MUDAH
15,200,3,0.6,3,4,5.00,0.3128,17.92,0.6394,78,MUDAH
15,200,3,0.6,3.5,4,5.32,0.2787,15.97,0.6380,82,MUDAH
15,200,3,0.6,4,4,5.66,0.2471,14.16,0.6360,61,BISA
15,200,3,0.6,4.5,4,6.02,0.2187,12.53,0.6331,49,BISA
15,200,3,0.6,5,4,6.40,0.1935,11.09,0.6288,37,BISA
15,200,3,0.6,5.5,4,6.80,0.1716,9.83,0.6227,3,SULIT
15,200,3,0.6,6,4,7.21,0.1525,8.74,0.6140,0,SULIT
15,200,3,0.6,6.5,4,7.63,0.1360,7.79,0.6017,0,SULIT
15,200,3,0.6,7,4,8.06,0.1218,6.98,0.5845,0,SULIT
15,200,3,0.6,7.5,4,8.50,0.1094,6.27,0.5611,0,SULIT
15,200,3,0.6,8,4,8.94,0.0987,5.65,0.5300,0,SULIT
15,200,3,0.6,8.5,4,9.39,0.0893,5.12,0.4902,0,SULIT
15,200,3,0.6,9,4,9.85,0.0812,4.65,0.4416,0,SULIT
15,200,3,0.6,9.5,4,10.31,0.0740,4.24,0.3856,0,SULIT
15,200,3,0.6,10,4,10.77,0.0677,3.88,0.3252,0,SULIT
15,200,3,0.6,-10,4.5,10.97,0.0749,4.29,0.2850,0,SULIT
15,200,3,0.6,-9.5,4.5,10.51,0.0815,4.67,0.3478,0,SULIT
15,200,3,0.6,-9,4.5,10.06,0.0891,5.10,0.4090,0,SULIT
15,200,3,0.6,-8.5,4.5,9.62,0.0976,5.59,0.4645,0,SULIT
15,200,3,0.6,-8,4.5,9.18,0.1072,6.14,0.5116,0,SULIT
15,200,3,0.6,-7.5,4.5,8.75,0.1182,6.77,0.5496,0,SULIT
15,200,3,0.6,-7,4.5,8.32,0.1307,7.49,0.5788,0,SULIT
15,200,3,0.6,-6.5,4.5,7.91,0.1449,8.30,0.6005,0,SULIT
15,200,3,0.6,-6,4.5,7.50,0.1610,9.22,0.6164,5,SULIT
15,200,3,0.6,-5.5,4.5,7.11,0.1793,10.27,0.6277,26,SULIT
15,200,3,0.6,-5,4.5,6.73,0.1999,11.45,0.6357,43,BISA
15,200,3,0.6,-4.5,4.5,6.36,0.2230,12.77,0.6413,63,BISA
15,200,3,0.6,-4,4.5,6.02,0.2484,14.23,0.6452,85,MUDAH
15,200,3,0.6,-3.5,4.5,5.70,0.2758,15.80,0.6479,83,MUDAH
15,200,3,0.6,-3,4.5,5.41,0.3047,17.46,0.6498,73,MUDAH
15,200,3,0.6,-2.5,4.5,5.15,0.3338,19.13,0.6510,89,MUDAH
15,200,3,0.6,-2,4.5,4.92,0.3617,20.72,0.6518,78,MUDAH
15,200,3,0.6,-1.5,4.5,4.74,0.3864,22.14,0.6522,79,MUDAH
15,200,3,0.6,-1,4.5,4.61,0.4060,23.26,0.6523,84,MUDAH
15,200,3,0.6,-0.5,4.5,4.53,0.4185,23.98,0.6521,84,MUDAH
15,200,3,0.6,0,4.5,4.50,0.4229,24.23,0.6516,82,MUDAH
15,200,3,0.6,0.5,4.5,4.53,0.4185,23.98,0.6521,81,MUDAH
15,200,3,0.6,1,4.5,4.61,0.4060,23.26,0.6523,77,MUDAH
15,200,3,0.6,1.5,4.5,4.74,0.3864,22.14,0.6522,90,MUDAH
15,200,3,0.6,2,4.5,4.92,0.3617,20.72,0.6518,84,MUDAH
15,200,3,0.6,2.5,4.5,5.15,0.3338,19.13,0.6510,79,MUDAH
15,200,3,0.6,3,4.5,5.41,0.3047,17.46,0.6498,88,MUDAH
15,200,3,0.6,3.5,4.5,5.70,0.2758,15.80,0.6479,85,MUDAH
15,200,3,0.6,4,4.5,6.02,0.2484,14.23,0.6452,86,MUDAH
15,200,3,0.6,4.5,4.5,6.36,0.2230,12.77,0.6413,72,MUDAH
15,200,3,0.6,5,4.5,6.73,0.1999,11.45,0.6357,54,BISA
15,200,3,0.6,5.5,4.5,7.11,0.1793,10.27,0.6277,28,SULIT
15,200,3,0.6,6,4.5,7.50,0.1610,9.22,0.6164,6,SULIT
15,200,3,0.6,6.5,4.5,7.91,0.1449,8.30,0.6005,0,SULIT
15,200,3,0.6,7,4.5,8.32,0.1307,7.49,0.5788,0,SULIT
15,200,3,0.6,7.5,4.5,8.75,0.1182,6.77,0.5496,0,SULIT
15,200,3,0.6,8,4.5,9.18,0.1072,6.14,0.5116,0,SULIT
15,200,3,0.6,8.5,4.5,9.62,0.0976,5.59,0.4645,0,SULIT
15,200,3,0.6,9,4.5,10.06,0.0891,5.10,0.4090,0,SULIT
15,200,3,0.6,9.5,4.5,10.51,0.0815,4.67,0.3478,0,SULIT
15,200,3,0.6,10,4.5,10.97,0.0749,4.29,0.2850,0,SULIT
15,200,3,0.6,-10,5,11.18,0.0811,4.64,0.2429,0,SULIT
15,200,3,0.6,-9.5,5,10.74,0.0880,5.04,0.3049,0,SULIT
15,200,3,0.6,-9,5,10.30,0.0957,5.48,0.3684,0,SULIT
15,200,3,0.6,-8.5,5,9.86,0.1044,5.98,0.4290,0,SULIT
15,200,3,0.6,-8,5,9.43,0.1141,6.54,0.4828,0,SULIT
15,200,3,0.6,-7.5,5,9.01,0.1251,7.17,0.5278,0,SULIT
15,200,3,0.6,-7,5,8.60,0.1374,7.87,0.5636,0,SULIT
15,200,3,0.6,-6.5,5,8.20,0.1512,8.66,0.5909,0,SULIT
15,200,3,0.6,-6,5,7.81,0.1667,9.55,0.6112,19,SULIT
15,200,3,0.6,-5.5,5,7.43,0.1839,10.54,0.6260,42,BISA
15,200,3,0.6,-5,5,7.07,0.2029,11.63,0.6366,59,BISA
15,200,3,0.6,-4.5,5,6.73,0.2238,12.82,0.6441,80,MUDAH
15,200,3,0.6,-4,5,6.40,0.2462,14.11,0.6494,83,MUDAH
15,200,3,0.6,-3.5,5,6.10,0.2699,15.47,0.6531,84,MUDAH
15,200,3,0.6,-3,5,5.83,0.2942,16.86,0.6557,85,MUDAH
15,200,3,0.6,-2.5,5,5.59,0.3182,18.23,0.6575,89,MUDAH
15,200,3,0.6,-2,5,5.39,0.3407,19.52,0.6586,87,MUDAH
15,200,3,0.6,-1.5,5,5.22,0.3603,20.64,0.6592,83,MUDAH
15,200,3,0.6,-1,5,5.10,0.3755,21.52,0.6595,85,MUDAH
15,200,3,0.6,-0.5,5,5.02,0.3853,22.07,0.6594,84,MUDAH
15,200,3,0.6,0,5,5.00,0.3886,22.27,0.6589,86,MUDAH
15,200,3,0.6,0.5,5,5.02,0.3853,22.07,0.6594,81,MUDAH
15,200,3,0.6,1,5,5.10,0.3755,21.52,0.6595,80,MUDAH
15,200,3,0.6,1.5,5,5.22,0.3603,20.64,0.6592,90,MUDAH
15,200,3,0.6,2,5,5.39,0.3407,19.52,0.6586,85,MUDAH
15,200,3,0.6,2.5,5,5.59,0.3182,18.23,0.6575,86,MUDAH
15,200,3,0.6,3,5,5.83,0.2942,16.86,0.6557,88,MUDAH
15,200,3,0.6,3.5,5,6.10,0.2699,15.47,0.6531,92,MUDAH
15,200,3,0.6,4,5,6.40,0.2462,14.11,0.6494,89,MUDAH
15,200,3,0.6,4.5,5,6.73,0.2238,12.82,0.6441,82,MUDAH
15,200,3,0.6,5,5,7.07,0.2029,11.63,0.6366,67,BISA
15,200,3,0.6,5.5,5,7.43,0.1839,10.54,0.6260,43,BISA
15,200,3,0.6,6,5,7.81,0.1667,9.55,0.6112,19,SULIT
15,200,3,0.6,6.5,5,8.20,0.1512,8.66,0.5909,0,SULIT
15,200,3,0.6,7,5,8.60,0.1374,7.87,0.5636,0,SULIT
15,200,3,0.6,7.5,5,9.01,0.1251,7.17,0.5278,0,SULIT
15,200,3,0.6,8,5,9.43,0.1141,6.54,0.4828,0,SULIT
15,200,3,0.6,8.5,5,9.86,0.1044,5.98,0.4290,0,SULIT
15,200,3,0.6,9,5,10.30,0.0957,5.48,0.3684,0,SULIT
15,200,3,0.6,9.5,5,10.74,0.0880,5.04,0.3049,0,SULIT
15,200,3,0.6,10,5,11.18,0.0811,4.64,0.2429,0,SULIT
15,200,3,0.6,-10,5.5,11.41,0.0864,4.95,0.2016,0,SULIT
15,200,3,0.6,-9.5,5.5,10.98,0.0935,5.35,0.2596,0,SULIT
15,200,3,0.6,-9,5.5,10.55,0.1013,5.80,0.3223,0,SULIT
15,200,3,0.6,-8.5,5.5,10.12,0.1100,6.30,0.3853,0,SULIT
